19-04-19.15:52:31.040 [main            ] DEBUG ClassPathBeanDefinitionScanner  - Identified candidate component class: URL [jar:file:/C:/Users/k2/.m2/repository/io/springfox/springfox-swagger2/2.2.2/springfox-swagger2-2.2.2.jar!/springfox/documentation/swagger2/mappers/ParameterMapperImpl.class]
19-04-19.15:52:31.045 [main            ] DEBUG ClassPathBeanDefinitionScanner  - Identified candidate component class: URL [jar:file:/C:/Users/k2/.m2/repository/io/springfox/springfox-swagger2/2.2.2/springfox-swagger2-2.2.2.jar!/springfox/documentation/swagger2/mappers/SecurityMapperImpl.class]
19-04-19.15:52:31.055 [main            ] DEBUG ClassPathBeanDefinitionScanner  - Identified candidate component class: URL [jar:file:/C:/Users/k2/.m2/repository/io/springfox/springfox-swagger2/2.2.2/springfox-swagger2-2.2.2.jar!/springfox/documentation/swagger2/mappers/ServiceModelToSwagger2MapperImpl.class]
19-04-19.15:52:31.058 [main            ] DEBUG ClassPathBeanDefinitionScanner  - Identified candidate component class: URL [jar:file:/C:/Users/k2/.m2/repository/io/springfox/springfox-swagger2/2.2.2/springfox-swagger2-2.2.2.jar!/springfox/documentation/swagger2/mappers/VendorExtensionsMapperImpl.class]
19-04-19.15:52:31.095 [main            ] DEBUG ClassPathBeanDefinitionScanner  - Identified candidate component class: URL [jar:file:/C:/Users/k2/.m2/repository/io/springfox/springfox-spring-web/2.2.2/springfox-spring-web-2.2.2.jar!/springfox/documentation/spring/web/scanners/ApiDescriptionLookup.class]
19-04-19.15:52:31.098 [main            ] DEBUG ClassPathBeanDefinitionScanner  - Identified candidate component class: URL [jar:file:/C:/Users/k2/.m2/repository/io/springfox/springfox-spring-web/2.2.2/springfox-spring-web-2.2.2.jar!/springfox/documentation/spring/web/scanners/ApiDescriptionReader.class]
19-04-19.15:52:31.108 [main            ] DEBUG ClassPathBeanDefinitionScanner  - Identified candidate component class: URL [jar:file:/C:/Users/k2/.m2/repository/io/springfox/springfox-spring-web/2.2.2/springfox-spring-web-2.2.2.jar!/springfox/documentation/spring/web/scanners/ApiDocumentationScanner.class]
19-04-19.15:52:31.111 [main            ] DEBUG ClassPathBeanDefinitionScanner  - Identified candidate component class: URL [jar:file:/C:/Users/k2/.m2/repository/io/springfox/springfox-spring-web/2.2.2/springfox-spring-web-2.2.2.jar!/springfox/documentation/spring/web/scanners/ApiListingReferenceScanner.class]
19-04-19.15:52:31.113 [main            ] DEBUG ClassPathBeanDefinitionScanner  - Identified candidate component class: URL [jar:file:/C:/Users/k2/.m2/repository/io/springfox/springfox-spring-web/2.2.2/springfox-spring-web-2.2.2.jar!/springfox/documentation/spring/web/scanners/ApiListingScanner.class]
19-04-19.15:52:31.115 [main            ] DEBUG ClassPathBeanDefinitionScanner  - Identified candidate component class: URL [jar:file:/C:/Users/k2/.m2/repository/io/springfox/springfox-spring-web/2.2.2/springfox-spring-web-2.2.2.jar!/springfox/documentation/spring/web/scanners/ApiModelReader.class]
19-04-19.15:52:31.123 [main            ] DEBUG ClassPathBeanDefinitionScanner  - Identified candidate component class: URL [jar:file:/C:/Users/k2/.m2/repository/io/springfox/springfox-spring-web/2.2.2/springfox-spring-web-2.2.2.jar!/springfox/documentation/spring/web/scanners/MediaTypeReader.class]
19-04-19.15:52:31.136 [main            ] DEBUG ClassPathBeanDefinitionScanner  - Identified candidate component class: URL [jar:file:/C:/Users/k2/.m2/repository/io/springfox/springfox-spring-web/2.2.2/springfox-spring-web-2.2.2.jar!/springfox/documentation/spring/web/readers/operation/ApiOperationReader.class]
19-04-19.15:52:31.139 [main            ] DEBUG ClassPathBeanDefinitionScanner  - Identified candidate component class: URL [jar:file:/C:/Users/k2/.m2/repository/io/springfox/springfox-spring-web/2.2.2/springfox-spring-web-2.2.2.jar!/springfox/documentation/spring/web/readers/operation/CachingOperationNameGenerator.class]
19-04-19.15:52:31.140 [main            ] DEBUG ClassPathBeanDefinitionScanner  - Identified candidate component class: URL [jar:file:/C:/Users/k2/.m2/repository/io/springfox/springfox-spring-web/2.2.2/springfox-spring-web-2.2.2.jar!/springfox/documentation/spring/web/readers/operation/DefaultOperationReader.class]
19-04-19.15:52:31.142 [main            ] DEBUG ClassPathBeanDefinitionScanner  - Identified candidate component class: URL [jar:file:/C:/Users/k2/.m2/repository/io/springfox/springfox-spring-web/2.2.2/springfox-spring-web-2.2.2.jar!/springfox/documentation/spring/web/readers/operation/DefaultTagsProvider.class]
19-04-19.15:52:31.148 [main            ] DEBUG ClassPathBeanDefinitionScanner  - Identified candidate component class: URL [jar:file:/C:/Users/k2/.m2/repository/io/springfox/springfox-spring-web/2.2.2/springfox-spring-web-2.2.2.jar!/springfox/documentation/spring/web/readers/operation/OperationDeprecatedReader.class]
19-04-19.15:52:31.157 [main            ] DEBUG ClassPathBeanDefinitionScanner  - Identified candidate component class: URL [jar:file:/C:/Users/k2/.m2/repository/io/springfox/springfox-spring-web/2.2.2/springfox-spring-web-2.2.2.jar!/springfox/documentation/spring/web/readers/operation/OperationModelsProvider.class]
19-04-19.15:52:31.158 [main            ] DEBUG ClassPathBeanDefinitionScanner  - Identified candidate component class: URL [jar:file:/C:/Users/k2/.m2/repository/io/springfox/springfox-spring-web/2.2.2/springfox-spring-web-2.2.2.jar!/springfox/documentation/spring/web/readers/operation/OperationParameterReader.class]
19-04-19.15:52:31.159 [main            ] DEBUG ClassPathBeanDefinitionScanner  - Identified candidate component class: URL [jar:file:/C:/Users/k2/.m2/repository/io/springfox/springfox-spring-web/2.2.2/springfox-spring-web-2.2.2.jar!/springfox/documentation/spring/web/readers/operation/OperationParameterRequestConditionReader.class]
19-04-19.15:52:31.160 [main            ] DEBUG ClassPathBeanDefinitionScanner  - Identified candidate component class: URL [jar:file:/C:/Users/k2/.m2/repository/io/springfox/springfox-spring-web/2.2.2/springfox-spring-web-2.2.2.jar!/springfox/documentation/spring/web/readers/operation/OperationResponseClassReader.class]
19-04-19.15:52:31.161 [main            ] DEBUG ClassPathBeanDefinitionScanner  - Identified candidate component class: URL [jar:file:/C:/Users/k2/.m2/repository/io/springfox/springfox-spring-web/2.2.2/springfox-spring-web-2.2.2.jar!/springfox/documentation/spring/web/readers/operation/OperationTagsReader.class]
19-04-19.15:52:31.162 [main            ] DEBUG ClassPathBeanDefinitionScanner  - Identified candidate component class: URL [jar:file:/C:/Users/k2/.m2/repository/io/springfox/springfox-spring-web/2.2.2/springfox-spring-web-2.2.2.jar!/springfox/documentation/spring/web/readers/operation/ResponseMessagesReader.class]
19-04-19.15:52:31.199 [main            ] DEBUG ClassPathBeanDefinitionScanner  - Identified candidate component class: URL [jar:file:/C:/Users/k2/.m2/repository/io/springfox/springfox-spring-web/2.2.2/springfox-spring-web-2.2.2.jar!/springfox/documentation/spring/web/readers/parameter/ExpandedParameterBuilder.class]
19-04-19.15:52:31.208 [main            ] DEBUG ClassPathBeanDefinitionScanner  - Identified candidate component class: URL [jar:file:/C:/Users/k2/.m2/repository/io/springfox/springfox-spring-web/2.2.2/springfox-spring-web-2.2.2.jar!/springfox/documentation/spring/web/readers/parameter/ModelAttributeParameterExpander.class]
19-04-19.15:52:31.211 [main            ] DEBUG ClassPathBeanDefinitionScanner  - Identified candidate component class: URL [jar:file:/C:/Users/k2/.m2/repository/io/springfox/springfox-spring-web/2.2.2/springfox-spring-web-2.2.2.jar!/springfox/documentation/spring/web/readers/parameter/ParameterDataTypeReader.class]
19-04-19.15:52:31.212 [main            ] DEBUG ClassPathBeanDefinitionScanner  - Identified candidate component class: URL [jar:file:/C:/Users/k2/.m2/repository/io/springfox/springfox-spring-web/2.2.2/springfox-spring-web-2.2.2.jar!/springfox/documentation/spring/web/readers/parameter/ParameterDefaultReader.class]
19-04-19.15:52:31.213 [main            ] DEBUG ClassPathBeanDefinitionScanner  - Identified candidate component class: URL [jar:file:/C:/Users/k2/.m2/repository/io/springfox/springfox-spring-web/2.2.2/springfox-spring-web-2.2.2.jar!/springfox/documentation/spring/web/readers/parameter/ParameterMultiplesReader.class]
19-04-19.15:52:31.216 [main            ] DEBUG ClassPathBeanDefinitionScanner  - Identified candidate component class: URL [jar:file:/C:/Users/k2/.m2/repository/io/springfox/springfox-spring-web/2.2.2/springfox-spring-web-2.2.2.jar!/springfox/documentation/spring/web/readers/parameter/ParameterNameReader.class]
